customer_city,customer_state,total_orders,delivered_orders,cancelled_orders,total_spent,average_order_value,maximum_order_value,minimum_order_value,average_payment_installments,preferred_payment_type,total_items_purchased,unique_products,unique_categories,favorite_category,average_items_per_order,average_review_score,average_delivery_days,average_delivery_delay,on_time_delivery_rate,delayed_delivery_rate,customer_tenure_days,purchase_frequency,average_purchase_gap,spending_intensity,repeat_customer,cancel_rate,one_time_buyer,high_spender,delivery_delay_category,churn_flag,predicted_churn,churn_probability,risk_segment
osasco,SP,1,1,0,66.14,66.14,66.14,66.14,2.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,7.0,-14.0,1.0,0.0,0,1.0,0.0,66.14,0,0.0,1,0,Slightly Early,0,1,0.7529029,High Risk
itapevi,SP,1,1,0,222.35,222.35,222.35,222.35,2.0,credit_card,4.0,3.0,1.0,cama_mesa_banho,4.0,2.0,4.0,-4.0,1.0,0.0,0,1.0,0.0,222.35,0,0.0,1,1,On Time,0,0,0.11581106,Low Risk
curitiba,PR,1,1,0,167.2,167.2,167.2,167.2,10.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,2.0,4.0,-19.0,1.0,0.0,0,1.0,0.0,167.2,0,0.0,1,1,Slightly Early,1,1,0.729742,High Risk
rio de janeiro,RJ,1,1,0,134.49,134.49,134.49,134.49,1.0,credit_card,1.0,1.0,1.0,papelaria,1.0,1.0,66.0,33.0,0.0,1.0,0,1.0,0.0,134.49,0,0.0,1,1,Highly Delayed,1,1,0.96091264,High Risk
sao paulo,SP,1,1,0,50.71,50.71,50.71,50.71,1.0,boleto,1.0,1.0,1.0,fraldas_higiene,1.0,5.0,13.0,-2.0,1.0,0.0,0,1.0,0.0,50.71,0,0.0,1,0,On Time,0,1,0.6080461,Medium Risk
rio de janeiro,RJ,1,1,0,52.8,52.8,52.8,52.8,4.0,credit_card,2.0,1.0,1.0,eletronicos,2.0,1.0,6.0,-15.0,1.0,0.0,0,1.0,0.0,52.8,0,0.0,1,0,Slightly Early,1,1,0.83105457,High Risk
nova iguacu,RJ,1,1,0,206.99,206.99,206.99,206.99,8.0,credit_card,1.0,1.0,1.0,audio,1.0,5.0,15.0,-9.0,1.0,0.0,0,1.0,0.0,206.99,0,0.0,1,1,On Time,1,1,0.8115976,High Risk
jundiai,SP,1,1,0,123.79,123.79,123.79,123.79,3.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,4.0,10.0,-23.0,1.0,0.0,0,1.0,0.0,123.79,0,0.0,1,1,Early Delivery,0,1,0.881496,High Risk
auriflama,SP,1,1,0,1224.1,1224.1,1224.1,1224.1,1.0,voucher,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,7.0,-12.0,1.0,0.0,0,1.0,0.0,1224.1,0,0.0,1,1,Slightly Early,1,1,0.8157375,High Risk
ouro preto,MG,1,1,0,457.83,457.83,457.83,457.83,8.0,credit_card,3.0,1.0,1.0,construcao_ferramentas_iluminacao,3.0,0.0,18.0,-8.0,1.0,0.0,0,1.0,0.0,457.83,0,0.0,1,1,On Time,0,1,0.74559355,High Risk
matinhos,PR,1,1,0,77.99,77.99,77.99,77.99,2.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,7.0,-38.0,1.0,0.0,0,1.0,0.0,77.99,0,0.0,1,0,Early Delivery,1,1,0.52743924,Medium Risk
luziania,GO,1,1,0,347.31,347.31,347.31,347.31,7.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,12.0,-17.0,1.0,0.0,0,1.0,0.0,347.31,0,0.0,1,1,Slightly Early,1,1,0.7373071,High Risk
divinopolis,MG,1,1,0,34.51,34.51,34.51,34.51,1.0,boleto,1.0,1.0,1.0,telefonia,1.0,5.0,13.0,-8.0,1.0,0.0,0,1.0,0.0,34.51,0,0.0,1,0,On Time,1,1,0.9159102,High Risk
recife,PE,1,1,0,70.4,70.4,70.4,70.4,1.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,20.0,-2.0,1.0,0.0,0,1.0,0.0,70.4,0,0.0,1,0,On Time,0,1,0.6966629,Medium Risk
rio de janeiro,RJ,1,1,0,114.75,114.75,114.75,114.75,1.0,debit_card,1.0,1.0,1.0,pet_shop,1.0,1.0,7.0,-23.0,1.0,0.0,0,1.0,0.0,114.75,0,0.0,1,1,Early Delivery,0,0,0.3589632,Low Risk
curitiba,PR,1,1,0,69.64,69.64,69.64,69.64,1.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,7.0,-3.0,1.0,0.0,0,1.0,0.0,69.64,0,0.0,1,0,On Time,1,0,0.1385523,Low Risk
poa,SP,1,1,0,100.23,100.23,100.23,100.23,3.0,credit_card,1.0,1.0,1.0,malas_acessorios,1.0,5.0,2.0,-20.0,1.0,0.0,0,1.0,0.0,100.23,0,0.0,1,0,Early Delivery,1,1,0.71229994,High Risk
itapevi,SP,1,1,0,151.16,151.16,151.16,151.16,6.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,4.0,-16.0,1.0,0.0,0,1.0,0.0,151.16,0,0.0,1,1,Slightly Early,0,1,0.5747371,Medium Risk
sao paulo,SP,1,0,1,46.28,46.28,46.28,46.28,1.0,boleto,0.0,0.0,0.0,Unknown,0.0,5.0,0.0,0.0,0.0,1.0,0,1.0,0.0,46.28,0,1.0,1,0,On Time,1,1,0.8457627,High Risk
campinas,SP,1,1,0,150.87,150.87,150.87,150.87,1.0,credit_card,1.0,1.0,1.0,eletrodomesticos,1.0,5.0,9.0,-15.0,1.0,0.0,0,1.0,0.0,150.87,0,0.0,1,1,Slightly Early,1,1,0.7673501,High Risk
brasilia,DF,1,1,0,91.47,91.47,91.47,91.47,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,1.0,35.0,14.0,0.0,1.0,0,1.0,0.0,91.47,0,0.0,1,0,Highly Delayed,1,1,0.90451485,High Risk
contagem,MG,1,1,0,111.02,111.02,111.02,111.02,10.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,4.0,15.0,-8.0,1.0,0.0,0,1.0,0.0,111.02,0,0.0,1,1,On Time,1,1,0.9237642,High Risk
campinas,SP,1,1,0,391.66,391.66,391.66,391.66,10.0,credit_card,4.0,4.0,2.0,cama_mesa_banho,4.0,2.0,5.0,-17.0,1.0,0.0,0,1.0,0.0,391.66,0,0.0,1,1,Slightly Early,1,1,0.7151334,High Risk
cacapava,SP,1,1,0,24.86,24.86,24.86,24.86,1.0,boleto,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,13.0,-23.0,1.0,0.0,0,1.0,0.0,24.86,0,0.0,1,0,Early Delivery,1,1,0.8217436,High Risk
sao paulo,SP,1,1,0,56.6,28.3,45.63,10.97,1.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,13.0,-14.0,1.0,0.0,0,1.0,0.0,56.6,0,0.0,1,0,Slightly Early,1,1,0.8933844,High Risk
formiga,MG,1,1,0,53.02,53.02,53.02,53.02,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,15.0,2.0,0.0,1.0,0,1.0,0.0,53.02,0,0.0,1,0,Delayed,0,0,0.49986896,Medium Risk
sao paulo,SP,1,1,0,24.39,24.39,24.39,24.39,1.0,boleto,1.0,1.0,1.0,eletronicos,1.0,4.0,4.0,1.0,0.0,1.0,0,1.0,0.0,24.39,0,0.0,1,0,Delayed,0,0,0.049083997,Low Risk
sao paulo,SP,1,1,0,46.84,46.84,46.84,46.84,1.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,5.0,5.0,-16.0,1.0,0.0,0,1.0,0.0,46.84,0,0.0,1,0,Slightly Early,1,1,0.72260964,High Risk
guarulhos,SP,1,1,0,133.14,133.14,133.14,133.14,6.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,1.0,18.0,10.0,0.0,1.0,0,1.0,0.0,133.14,0,0.0,1,1,Delayed,0,0,0.34848198,Low Risk
barra bonita,SP,1,1,0,91.76,91.76,91.76,91.76,2.0,credit_card,1.0,1.0,1.0,pet_shop,1.0,5.0,7.0,-10.0,1.0,0.0,0,1.0,0.0,91.76,0,0.0,1,0,Slightly Early,1,1,0.67746127,Medium Risk
contagem,MG,1,1,0,148.15,148.15,148.15,148.15,1.0,voucher,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,7.0,-8.0,1.0,0.0,0,1.0,0.0,148.15,0,0.0,1,1,On Time,0,0,0.31995815,Low Risk
campinas,SP,2,2,0,154.66,77.33,79.33,75.33,4.0,credit_card,2.0,2.0,2.0,brinquedos,1.0,5.0,3.5,-13.0,1.0,0.0,0,2.0,0.0,77.33,1,0.0,0,1,Slightly Early,1,1,0.8809231,High Risk
sao paulo,SP,1,1,0,34.62,34.62,34.62,34.62,1.0,boleto,1.0,1.0,1.0,fashion_bolsas_e_acessorios,1.0,5.0,5.0,-17.0,1.0,0.0,0,1.0,0.0,34.62,0,0.0,1,0,Slightly Early,1,1,0.840717,High Risk
patos de minas,MG,1,1,0,68.22,68.22,68.22,68.22,2.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,6.0,-18.0,1.0,0.0,0,1.0,0.0,68.22,0,0.0,1,0,Slightly Early,1,1,0.7528636,High Risk
sao paulo,SP,1,1,0,46.39,46.39,46.39,46.39,1.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,7.0,-7.0,1.0,0.0,0,1.0,0.0,46.39,0,0.0,1,0,On Time,1,1,0.6102703,Medium Risk
petropolis,RJ,1,1,0,104.7,104.7,104.7,104.7,5.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,11.0,-14.0,1.0,0.0,0,1.0,0.0,104.7,0,0.0,1,0,Slightly Early,1,1,0.8041372,High Risk
curitiba,PR,1,1,0,138.72,138.72,138.72,138.72,2.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,7.0,-31.0,1.0,0.0,0,1.0,0.0,138.72,0,0.0,1,1,Early Delivery,0,1,0.54265046,Medium Risk
porto alegre,RS,1,1,0,446.0,446.0,446.0,446.0,10.0,credit_card,1.0,1.0,1.0,bebes,1.0,5.0,9.0,-14.0,1.0,0.0,0,1.0,0.0,446.0,0,0.0,1,1,Slightly Early,1,1,0.7253434,High Risk
guaratingueta,SP,1,1,0,829.56,829.56,829.56,829.56,1.0,boleto,2.0,1.0,1.0,relogios_presentes,2.0,3.0,10.0,-13.0,1.0,0.0,0,1.0,0.0,829.56,0,0.0,1,1,Slightly Early,1,1,0.74680245,High Risk
sao paulo,SP,1,1,0,39.09,39.09,39.09,39.09,3.0,credit_card,1.0,1.0,1.0,fashion_bolsas_e_acessorios,1.0,5.0,5.0,-18.0,1.0,0.0,0,1.0,0.0,39.09,0,0.0,1,0,Slightly Early,1,1,0.83291787,High Risk
florianopolis,SC,1,1,0,93.3,93.3,93.3,93.3,1.0,credit_card,1.0,1.0,1.0,telefonia,1.0,5.0,18.0,-5.0,1.0,0.0,0,1.0,0.0,93.3,0,0.0,1,0,On Time,1,1,0.8283875,High Risk
porto alegre,RS,1,1,0,214.69,214.69,214.69,214.69,4.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,3.0,9.0,-18.0,1.0,0.0,0,1.0,0.0,214.69,0,0.0,1,1,Slightly Early,1,1,0.7949898,High Risk
sao paulo,SP,1,1,0,81.18,81.18,81.18,81.18,1.0,boleto,2.0,2.0,2.0,Unknown,2.0,5.0,13.0,-11.0,1.0,0.0,0,1.0,0.0,81.18,0,0.0,1,0,Slightly Early,1,1,0.9274207,High Risk
chapeco,SC,1,1,0,318.32,318.32,318.32,318.32,6.0,credit_card,4.0,1.0,1.0,utilidades_domesticas,4.0,1.0,35.0,7.0,0.0,1.0,0,1.0,0.0,318.32,0,0.0,1,1,Delayed,1,1,0.90024686,High Risk
barueri,SP,1,1,0,47.29,47.29,47.29,47.29,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,3.0,5.0,-7.0,1.0,0.0,0,1.0,0.0,47.29,0,0.0,1,0,On Time,1,1,0.56784576,Medium Risk
matinhos,PR,1,1,0,119.45,119.45,119.45,119.45,1.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,7.0,-11.0,1.0,0.0,0,1.0,0.0,119.45,0,0.0,1,1,Slightly Early,1,0,0.36741692,Low Risk
campo alegre de lourdes,BA,1,1,0,124.89,124.89,124.89,124.89,1.0,boleto,1.0,1.0,1.0,cool_stuff,1.0,5.0,17.0,-14.0,1.0,0.0,0,1.0,0.0,124.89,0,0.0,1,1,Slightly Early,1,1,0.8835147,High Risk
caraguatatuba,SP,1,1,0,91.53,45.76499999999999,89.07,2.46,1.0,voucher,1.0,1.0,1.0,casa_conforto,1.0,5.0,10.0,-7.0,1.0,0.0,0,1.0,0.0,91.53,0,0.0,1,0,On Time,0,1,0.80123955,High Risk
joinville,SC,1,1,0,632.48,632.48,632.48,632.48,10.0,credit_card,2.0,1.0,1.0,automotivo,2.0,2.0,24.0,-6.0,1.0,0.0,0,1.0,0.0,632.48,0,0.0,1,1,On Time,1,1,0.91629356,High Risk
sao paulo,SP,1,0,0,151.32,151.32,151.32,151.32,1.0,boleto,2.0,1.0,1.0,esporte_lazer,2.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,151.32,0,0.0,1,1,On Time,1,1,0.81484884,High Risk
sao paulo,SP,1,1,0,87.32,87.32,87.32,87.32,8.0,credit_card,1.0,1.0,1.0,consoles_games,1.0,4.0,5.0,-8.0,1.0,0.0,0,1.0,0.0,87.32,0,0.0,1,0,On Time,0,1,0.6491013,Medium Risk
sao paulo,SP,1,1,0,118.92,118.92,118.92,118.92,1.0,boleto,1.0,1.0,1.0,brinquedos,1.0,5.0,5.0,-3.0,1.0,0.0,0,1.0,0.0,118.92,0,0.0,1,1,On Time,0,0,0.11244925,Low Risk
feira de santana,BA,1,1,0,98.67,98.67,98.67,98.67,1.0,debit_card,1.0,1.0,1.0,esporte_lazer,1.0,4.0,18.0,-10.0,1.0,0.0,0,1.0,0.0,98.67,0,0.0,1,0,Slightly Early,0,1,0.73107356,High Risk
indaiatuba,SP,1,1,0,69.14,69.14,69.14,69.14,1.0,boleto,1.0,1.0,1.0,relogios_presentes,1.0,4.0,14.0,-11.0,1.0,0.0,0,1.0,0.0,69.14,0,0.0,1,0,Slightly Early,1,1,0.83370453,High Risk
sao paulo,SP,1,1,0,72.43,72.43,72.43,72.43,1.0,boleto,1.0,1.0,1.0,ferramentas_jardim,1.0,4.0,10.0,-15.0,1.0,0.0,0,1.0,0.0,72.43,0,0.0,1,0,Slightly Early,1,1,0.9009327,High Risk
ouro preto,MG,1,1,0,73.17,73.17,73.17,73.17,1.0,credit_card,2.0,2.0,1.0,telefonia,2.0,3.0,8.0,-14.0,1.0,0.0,0,1.0,0.0,73.17,0,0.0,1,0,Slightly Early,1,1,0.8084853,High Risk
valparaiso,SP,1,1,0,41.76,41.76,41.76,41.76,1.0,boleto,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,8.0,-7.0,1.0,0.0,0,1.0,0.0,41.76,0,0.0,1,0,On Time,0,1,0.6241898,Medium Risk
sao jose dos campos,SP,1,1,0,148.13,148.13,148.13,148.13,8.0,credit_card,1.0,1.0,1.0,papelaria,1.0,5.0,3.0,-8.0,1.0,0.0,0,1.0,0.0,148.13,0,0.0,1,1,On Time,0,1,0.5200154,Medium Risk
rio de janeiro,RJ,1,1,0,83.32,83.32,83.32,83.32,1.0,credit_card,1.0,1.0,1.0,livros_interesse_geral,1.0,5.0,15.0,-17.0,1.0,0.0,0,1.0,0.0,83.32,0,0.0,1,0,Slightly Early,1,1,0.87614524,High Risk
sao joao del rei,MG,1,1,0,132.97,132.97,132.97,132.97,1.0,credit_card,1.0,1.0,1.0,pet_shop,1.0,1.0,38.0,18.0,0.0,1.0,0,1.0,0.0,132.97,0,0.0,1,1,Highly Delayed,1,1,0.92129546,High Risk
ferraz de vasconcelos,SP,1,1,0,24.79,24.79,24.79,24.79,1.0,credit_card,1.0,1.0,1.0,eletronicos,1.0,5.0,3.0,-7.0,1.0,0.0,0,1.0,0.0,24.79,0,0.0,1,0,On Time,1,0,0.441339,Medium Risk
rio de janeiro,RJ,1,1,0,69.64,69.64,69.64,69.64,1.0,credit_card,1.0,1.0,1.0,alimentos_bebidas,1.0,5.0,9.0,-9.0,1.0,0.0,0,1.0,0.0,69.64,0,0.0,1,0,On Time,1,1,0.748345,High Risk
rio de janeiro,RJ,1,1,0,34.0,34.0,34.0,34.0,2.0,credit_card,1.0,1.0,1.0,telefonia,1.0,5.0,10.0,-37.0,1.0,0.0,0,1.0,0.0,34.0,0,0.0,1,0,Early Delivery,1,0,0.38177058,Low Risk
ituverava,SP,1,1,0,195.17,195.17,195.17,195.17,1.0,boleto,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,5.0,-17.0,1.0,0.0,0,1.0,0.0,195.17,0,0.0,1,1,Slightly Early,0,1,0.5715982,Medium Risk
sao paulo,SP,1,1,0,545.14,545.14,545.14,545.14,1.0,boleto,1.0,1.0,1.0,livros_interesse_geral,1.0,5.0,14.0,-2.0,1.0,0.0,0,1.0,0.0,545.14,0,0.0,1,1,On Time,0,1,0.72998416,High Risk
ipatinga,MG,1,1,0,56.92,56.92,56.92,56.92,5.0,credit_card,1.0,1.0,1.0,casa_construcao,1.0,1.0,6.0,-25.0,1.0,0.0,0,1.0,0.0,56.92,0,0.0,1,0,Early Delivery,1,1,0.5319702,Medium Risk
caieiras,SP,1,1,0,45.55,45.55,45.55,45.55,1.0,boleto,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,8.0,-27.0,1.0,0.0,0,1.0,0.0,45.55,0,0.0,1,0,Early Delivery,1,1,0.64072365,Medium Risk
cornelio procopio,PR,1,1,0,91.18,91.18,91.18,91.18,4.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,25.0,-2.0,1.0,0.0,0,1.0,0.0,91.18,0,0.0,1,0,On Time,1,1,0.8741138,High Risk
resende,RJ,1,1,0,67.6,67.6,67.6,67.6,4.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,27.0,2.0,0.0,1.0,0,1.0,0.0,67.6,0,0.0,1,0,Delayed,1,1,0.89460117,High Risk
blumenau,SC,1,1,0,103.69,103.69,103.69,103.69,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,6.0,-12.0,1.0,0.0,0,1.0,0.0,103.69,0,0.0,1,0,Slightly Early,0,0,0.48980808,Medium Risk
brasilia,DF,1,1,0,75.43,75.43,75.43,75.43,1.0,credit_card,1.0,1.0,1.0,telefonia,1.0,4.0,7.0,-9.0,1.0,0.0,0,1.0,0.0,75.43,0,0.0,1,0,On Time,0,0,0.32422757,Low Risk
sao paulo,SP,1,1,0,470.48,470.48,470.48,470.48,5.0,credit_card,1.0,1.0,1.0,automotivo,1.0,3.0,2.0,-13.0,1.0,0.0,0,1.0,0.0,470.48,0,0.0,1,1,Slightly Early,1,1,0.67433095,Medium Risk
ananindeua,PA,1,1,0,1014.61,1014.61,1014.61,1014.61,15.0,credit_card,1.0,1.0,1.0,telefonia,1.0,0.0,12.0,-27.0,1.0,0.0,0,1.0,0.0,1014.61,0,0.0,1,1,Early Delivery,1,1,0.50894415,Medium Risk
pirapora do bom jesus,SP,1,1,0,44.88,44.88,44.88,44.88,1.0,boleto,1.0,1.0,1.0,construcao_ferramentas_ferramentas,1.0,5.0,11.0,-8.0,1.0,0.0,0,1.0,0.0,44.88,0,0.0,1,0,On Time,0,1,0.83647627,High Risk
belo horizonte,MG,1,1,0,291.43,291.43,291.43,291.43,1.0,boleto,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,21.0,-6.0,1.0,0.0,0,1.0,0.0,291.43,0,0.0,1,1,On Time,1,1,0.8546188,High Risk
caieiras,SP,1,1,0,43.95,43.95,43.95,43.95,1.0,boleto,1.0,1.0,1.0,telefonia_fixa,1.0,1.0,36.0,16.0,0.0,1.0,0,1.0,0.0,43.95,0,0.0,1,0,Highly Delayed,1,1,0.93282336,High Risk
sao paulo,SP,1,1,0,144.65,144.65,144.65,144.65,1.0,boleto,1.0,1.0,1.0,brinquedos,1.0,4.0,6.0,-13.0,1.0,0.0,0,1.0,0.0,144.65,0,0.0,1,1,Slightly Early,1,1,0.80757457,High Risk
teresina,PI,1,1,0,301.76,301.76,301.76,301.76,1.0,boleto,1.0,1.0,1.0,agro_industria_e_comercio,1.0,3.0,10.0,-23.0,1.0,0.0,0,1.0,0.0,301.76,0,0.0,1,1,Early Delivery,1,1,0.68373746,Medium Risk
cuiaba,MT,1,1,0,559.92,559.92,559.92,559.92,4.0,credit_card,4.0,4.0,1.0,cama_mesa_banho,4.0,1.0,16.0,-18.0,1.0,0.0,0,1.0,0.0,559.92,0,0.0,1,1,Slightly Early,1,1,0.75739866,High Risk
natal,RN,1,1,0,89.68,89.68,89.68,89.68,2.0,credit_card,2.0,1.0,1.0,beleza_saude,2.0,5.0,21.0,-1.0,1.0,0.0,0,1.0,0.0,89.68,0,0.0,1,0,On Time,0,1,0.6863954,Medium Risk
suzano,SP,1,1,0,267.49,267.49,267.49,267.49,4.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,26.0,-28.0,1.0,0.0,0,1.0,0.0,267.49,0,0.0,1,1,Early Delivery,1,1,0.84655464,High Risk
carazinho,RS,1,1,0,138.08,138.08,138.08,138.08,1.0,boleto,1.0,1.0,1.0,cool_stuff,1.0,3.0,13.0,-12.0,1.0,0.0,0,1.0,0.0,138.08,0,0.0,1,1,Slightly Early,1,1,0.8864967,High Risk
sao joao da boa vista,SP,1,1,0,31.75,31.75,31.75,31.75,1.0,boleto,1.0,1.0,1.0,telefonia,1.0,2.0,14.0,-9.0,1.0,0.0,0,1.0,0.0,31.75,0,0.0,1,0,On Time,1,1,0.9195457,High Risk
rio de janeiro,RJ,1,1,0,152.47,152.47,152.47,152.47,1.0,boleto,2.0,2.0,2.0,cool_stuff,2.0,1.0,5.0,-14.0,1.0,0.0,0,1.0,0.0,152.47,0,0.0,1,1,Slightly Early,1,1,0.8958929,High Risk
cordeiro,RJ,1,1,0,143.98,143.98,143.98,143.98,7.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,3.0,7.0,-20.0,1.0,0.0,0,1.0,0.0,143.98,0,0.0,1,1,Early Delivery,0,1,0.5793944,Medium Risk
santo andre,SP,1,1,0,86.74,86.74,86.74,86.74,1.0,voucher,1.0,1.0,1.0,pet_shop,1.0,5.0,8.0,-18.0,1.0,0.0,0,1.0,0.0,86.74,0,0.0,1,0,Slightly Early,1,1,0.7748185,High Risk
vitoria,ES,1,1,0,117.46,117.46,117.46,117.46,2.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,2.0,35.0,15.0,0.0,1.0,0,1.0,0.0,117.46,0,0.0,1,1,Highly Delayed,1,1,0.9089431,High Risk
niteroi,RJ,1,1,0,42.79,42.79,42.79,42.79,4.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,11.0,-17.0,1.0,0.0,0,1.0,0.0,42.79,0,0.0,1,0,Slightly Early,0,1,0.81002295,High Risk
blumenau,SC,1,1,0,185.84,185.84,185.84,185.84,1.0,credit_card,1.0,1.0,1.0,telefonia,1.0,5.0,22.0,-4.0,1.0,0.0,0,1.0,0.0,185.84,0,0.0,1,1,On Time,1,1,0.81302917,High Risk
tucurui,PA,1,1,0,407.05,407.05,407.05,407.05,1.0,boleto,1.0,1.0,1.0,perfumaria,1.0,5.0,17.0,-22.0,1.0,0.0,0,1.0,0.0,407.05,0,0.0,1,1,Early Delivery,1,1,0.730525,High Risk
sao paulo,SP,1,1,0,28.75,28.75,28.75,28.75,1.0,credit_card,1.0,1.0,1.0,automotivo,1.0,4.0,6.0,-14.0,1.0,0.0,0,1.0,0.0,28.75,0,0.0,1,0,Slightly Early,1,1,0.7316926,High Risk
paulinia,SP,1,1,0,378.05,378.05,378.05,378.05,8.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,3.0,9.0,-15.0,1.0,0.0,0,1.0,0.0,378.05,0,0.0,1,1,Slightly Early,1,1,0.7745366,High Risk
capelinha,MG,1,1,0,342.02,342.02,342.02,342.02,8.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,9.0,-11.0,1.0,0.0,0,1.0,0.0,342.02,0,0.0,1,1,Slightly Early,1,1,0.61963046,Medium Risk
arcos,MG,1,1,0,184.59,184.59,184.59,184.59,3.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,7.0,-20.0,1.0,0.0,0,1.0,0.0,184.59,0,0.0,1,1,Early Delivery,1,1,0.6098482,Medium Risk
itambe,BA,1,1,0,138.87,138.87,138.87,138.87,3.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,17.0,-11.0,1.0,0.0,0,1.0,0.0,138.87,0,0.0,1,1,Slightly Early,1,1,0.8684317,High Risk
rio de janeiro,RJ,1,1,0,73.06,73.06,73.06,73.06,1.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,7.0,-26.0,1.0,0.0,0,1.0,0.0,73.06,0,0.0,1,0,Early Delivery,1,0,0.4093913,Medium Risk
brasilia,DF,1,1,0,157.22,78.61,156.55,0.67,1.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,4.0,10.0,-16.0,1.0,0.0,0,1.0,0.0,157.22,0,0.0,1,1,Slightly Early,1,1,0.88640904,High Risk
itabira,MG,1,0,0,71.15,71.15,71.15,71.15,1.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,4.0,0.0,0.0,0.0,1.0,0,1.0,0.0,71.15,0,0.0,1,0,On Time,1,1,0.8778431,High Risk
caraguatatuba,SP,1,1,0,79.47,79.47,79.47,79.47,1.0,credit_card,1.0,1.0,1.0,automotivo,1.0,4.0,9.0,-11.0,1.0,0.0,0,1.0,0.0,79.47,0,0.0,1,0,Slightly Early,1,1,0.7877592,High Risk
osasco,SP,1,1,0,63.0,63.0,63.0,63.0,1.0,boleto,1.0,1.0,1.0,relogios_presentes,1.0,5.0,11.0,-14.0,1.0,0.0,0,1.0,0.0,63.0,0,0.0,1,0,Slightly Early,1,1,0.8067582,High Risk
natal,RN,1,1,0,94.94,94.94,94.94,94.94,1.0,boleto,1.0,1.0,1.0,construcao_ferramentas_construcao,1.0,1.0,31.0,8.0,0.0,1.0,0,1.0,0.0,94.94,0,0.0,1,0,Delayed,1,1,0.8242925,High Risk
sao paulo,SP,1,1,0,157.2,157.2,157.2,157.2,1.0,boleto,1.0,1.0,1.0,relogios_presentes,1.0,5.0,2.0,-4.0,1.0,0.0,0,1.0,0.0,157.2,0,0.0,1,1,On Time,0,0,0.060441095,Low Risk
campos do jordao,SP,1,1,0,185.34,185.34,185.34,185.34,1.0,boleto,2.0,1.0,1.0,moveis_decoracao,2.0,4.0,15.0,-8.0,1.0,0.0,0,1.0,0.0,185.34,0,0.0,1,1,On Time,1,1,0.8400324,High Risk
sao paulo,SP,1,1,0,59.09,59.09,59.09,59.09,1.0,boleto,1.0,1.0,1.0,perfumaria,1.0,5.0,8.0,0.0,1.0,0.0,0,1.0,0.0,59.09,0,0.0,1,0,On Time,0,0,0.2022096,Low Risk
pouso alegre,MG,1,1,0,144.13,144.13,144.13,144.13,6.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,9.0,-13.0,1.0,0.0,0,1.0,0.0,144.13,0,0.0,1,1,Slightly Early,1,1,0.68130404,Medium Risk
